name,id,nametype,recclass,mass,fall,year,reclat,reclong,geolocation,:@computed_region_cbhk_fwbd,:@computed_region_nnqa_25f4
Picote,18816,Valid,Stone-uncl,,Fell,1843-01-01T00:00:00.000,41.36667,-6.23333,"{'latitude': '41.36667', 'longitude': '-6.23333'}",,
Pillistfer,18822,Valid,EL6,23250.0,Fell,1863-01-01T00:00:00.000,58.66667,25.73333,"{'latitude': '58.66667', 'longitude': '25.73333'}",,
Piplia Kalan,18831,Valid,Eucrite-mmict,42000.0,Fell,1996-01-01T00:00:00.000,26.03472,73.94167,"{'latitude': '26.03472', 'longitude': '73.94167'}",,
Piquetberg,18832,Valid,H,37.0,Fell,1881-01-01T00:00:00.000,-32.86667,18.71667,"{'latitude': '-32.86667', 'longitude': '18.71667'}",,
Pirgunje,18834,Valid,L6,842.0,Fell,1882-01-01T00:00:00.000,25.8,88.45,"{'latitude': '25.8', 'longitude': '88.45'}",,
Pirthalla,18835,Valid,H6,1161.0,Fell,1884-01-01T00:00:00.000,29.58333,76.0,"{'latitude': '29.58333', 'longitude': '76.0'}",,
Pitts,18837,Valid,"Iron, IAB-ung",3760.0,Fell,1921-01-01T00:00:00.000,31.95,-83.51667,"{'latitude': '31.95', 'longitude': '-83.51667'}",31.0,207.0
Plantersville,18846,Valid,H6,2085.0,Fell,1930-01-01T00:00:00.000,30.7,-96.11667,"{'latitude': '30.7', 'longitude': '-96.11667'}",23.0,2018.0
Pleşcoi,51706,Valid,L5-6,6913.0,Fell,2008-01-01T00:00:00.000,45.275,26.70972,"{'latitude': '45.275', 'longitude': '26.70972'}",,
Ploschkovitz,18849,Valid,L5,39.0,Fell,1723-01-01T00:00:00.000,50.53333,14.11667,"{'latitude': '50.53333', 'longitude': '14.11667'}",,
Pnompehn,18851,Valid,L6,96.0,Fell,1868-01-01T00:00:00.000,11.58333,104.91667,"{'latitude': '11.58333', 'longitude': '104.91667'}",,
Dominion Range 03240,32592,Valid,LL5,290.9,Found,2002-01-01T00:00:00.000,,,,,
Pohlitz,18853,Valid,L5,3000.0,Fell,1819-01-01T00:00:00.000,50.93333,12.13333,"{'latitude': '50.93333', 'longitude': '12.13333'}",,
Pokhra,18858,Valid,H5,350.0,Fell,1866-01-01T00:00:00.000,26.71667,82.66667,"{'latitude': '26.71667', 'longitude': '82.66667'}",,
Pollen,18860,Valid,CM2,253.6,Fell,1942-01-01T00:00:00.000,66.34833,14.015,"{'latitude': '66.34833', 'longitude': '14.015'}",,
Pontlyfni,18865,Valid,Winonaite,157.0,Fell,1931-01-01T00:00:00.000,53.03639,-4.31944,"{'latitude': '53.03639', 'longitude': '-4.31944'}",,
Portales Valley,18874,Valid,H6,71400.0,Fell,1998-01-01T00:00:00.000,34.175,-103.295,"{'latitude': '34.175', 'longitude': '-103.295'}",11.0,1987.0
Portugal,18876,Valid,Stone-uncl,4500.0,Fell,1796-01-01T00:00:00.000,38.5,-8.0,"{'latitude': '38.5', 'longitude': '-8.0'}",,
Po-wang Chen,18879,Valid,LL,665.0,Fell,1933-01-01T00:00:00.000,31.41667,118.5,"{'latitude': '31.41667', 'longitude': '118.5'}",,
Prambachkirchen,18883,Valid,L6,2125.0,Fell,1932-01-01T00:00:00.000,48.3025,13.94083,"{'latitude': '48.3025', 'longitude': '13.94083'}",,
Pribram,18887,Valid,H5,5555.0,Fell,1959-01-01T00:00:00.000,49.66667,14.03333,"{'latitude': '49.66667', 'longitude': '14.03333'}",,
Pricetown,18888,Valid,L6,900.0,Fell,1893-01-01T00:00:00.000,39.11667,-83.85,"{'latitude': '39.11667', 'longitude': '-83.85'}",38.0,2566.0
Puerto Lápice,45984,Valid,Eucrite-br,500.0,Fell,2007-01-01T00:00:00.000,39.35,-3.51667,"{'latitude': '39.35', 'longitude': '-3.51667'}",,
Pulsora,18899,Valid,H5,560.0,Fell,1863-01-01T00:00:00.000,23.36667,75.18333,"{'latitude': '23.36667', 'longitude': '75.18333'}",,
Pultusk,18901,Valid,H5,250000.0,Fell,1868-01-01T00:00:00.000,52.76667,21.26667,"{'latitude': '52.76667', 'longitude': '21.26667'}",,
Punganaru,18902,Valid,Stone-uncl,100.0,Fell,1811-01-01T00:00:00.000,13.33333,78.95,"{'latitude': '13.33333', 'longitude': '78.95'}",,
Putinga,18905,Valid,L6,300000.0,Fell,1937-01-01T00:00:00.000,-29.03333,-53.05,"{'latitude': '-29.03333', 'longitude': '-53.05'}",,
Qidong,18907,Valid,L/LL5,1275.0,Fell,1982-01-01T00:00:00.000,32.08333,121.5,"{'latitude': '32.08333', 'longitude': '121.5'}",,
Qingzhen,18908,Valid,EH3,2600.0,Fell,1976-01-01T00:00:00.000,26.53333,106.46667,"{'latitude': '26.53333', 'longitude': '106.46667'}",,
Queen's Mercy,22357,Valid,H6,7000.0,Fell,1925-01-01T00:00:00.000,-30.11667,28.7,"{'latitude': '-30.11667', 'longitude': '28.7'}",,
Quenggouk,22358,Valid,H4,6045.0,Fell,1857-01-01T00:00:00.000,17.76667,95.18333,"{'latitude': '17.76667', 'longitude': '95.18333'}",,
Quesa,22360,Valid,"Iron, IAB-ung",10750.0,Fell,1898-01-01T00:00:00.000,39.0,-0.66667,"{'latitude': '39.0', 'longitude': '-0.66667'}",,
Quija,22361,Valid,H,17450.0,Fell,1990-01-01T00:00:00.000,44.61667,126.13333,"{'latitude': '44.61667', 'longitude': '126.13333'}",,
Quincay,22363,Valid,L6,65.0,Fell,1851-01-01T00:00:00.000,46.6,0.25,"{'latitude': '46.6', 'longitude': '0.25'}",,
Raco,22368,Valid,H5,5000.0,Fell,1957-01-01T00:00:00.000,-26.66667,-65.45,"{'latitude': '-26.66667', 'longitude': '-65.45'}",,
Raghunathpura,22371,Valid,"Iron, IIAB",10200.0,Fell,1986-01-01T00:00:00.000,27.72528,76.465,"{'latitude': '27.72528', 'longitude': '76.465'}",,
Rahimyar Khan,31302,Valid,L5,67225.0,Fell,1983-01-01T00:00:00.000,28.225,70.2,"{'latitude': '28.225', 'longitude': '70.2'}",,
Rakovka,22376,Valid,L6,9000.0,Fell,1878-01-01T00:00:00.000,52.98333,37.03333,"{'latitude': '52.98333', 'longitude': '37.03333'}",,
Ramnagar,22384,Valid,L6,3766.0,Fell,1940-01-01T00:00:00.000,26.45,82.9,"{'latitude': '26.45', 'longitude': '82.9'}",,
Rampurhat,22385,Valid,LL,100.0,Fell,1916-01-01T00:00:00.000,24.16667,87.76667,"{'latitude': '24.16667', 'longitude': '87.76667'}",,
Ramsdorf,22386,Valid,L6,4682.0,Fell,1958-01-01T00:00:00.000,51.88333,6.93333,"{'latitude': '51.88333', 'longitude': '6.93333'}",,
Ranchapur,22387,Valid,H4,290.4,Fell,1917-01-01T00:00:00.000,23.98333,87.08333,"{'latitude': '23.98333', 'longitude': '87.08333'}",,
Rancho de la Presa,22390,Valid,H5,300.0,Fell,1899-01-01T00:00:00.000,19.86667,-100.81667,"{'latitude': '19.86667', 'longitude': '-100.81667'}",,
Rangala,22392,Valid,L6,3224.5,Fell,1937-01-01T00:00:00.000,25.38333,72.01667,"{'latitude': '25.38333', 'longitude': '72.01667'}",,
Raoyang,22394,Valid,L6,4910.0,Fell,1919-01-01T00:00:00.000,38.2,115.7,"{'latitude': '38.2', 'longitude': '115.7'}",,
Ras Tanura,22395,Valid,H6,6.1,Fell,1961-01-01T00:00:00.000,26.66667,50.15,"{'latitude': '26.66667', 'longitude': '50.15'}",,
Rasgrad,22396,Valid,Stone-uncl,24700.0,Fell,1740-01-01T00:00:00.000,43.5,26.53333,"{'latitude': '43.5', 'longitude': '26.53333'}",,
Ratyn,22398,Valid,Stone-uncl,910.0,Fell,1880-01-01T00:00:00.000,52.2,17.98333,"{'latitude': '52.2', 'longitude': '17.98333'}",,
Red Canyon Lake,53502,Valid,H5,18.41,Fell,2007-01-01T00:00:00.000,38.13742,-119.75812,"{'latitude': '38.13742', 'longitude': '-119.75812'}",8.0,1391.0
Reliegos,22584,Valid,L5,17300.0,Fell,1947-01-01T00:00:00.000,42.475,-5.33333,"{'latitude': '42.475', 'longitude': '-5.33333'}",,
Rembang,22585,Valid,"Iron, IVA",10000.0,Fell,1919-01-01T00:00:00.000,-6.73333,111.36667,"{'latitude': '-6.73333', 'longitude': '111.36667'}",,
Renazzo,22586,Valid,CR2,1000.0,Fell,1824-01-01T00:00:00.000,44.76667,11.28333,"{'latitude': '44.76667', 'longitude': '11.28333'}",,
Renca,22587,Valid,L5,300.0,Fell,1925-01-01T00:00:00.000,-32.75,-65.28333,"{'latitude': '-32.75', 'longitude': '-65.28333'}",,
Renqiu,22589,Valid,L6,355.0,Fell,1916-01-01T00:00:00.000,38.66667,116.13333,"{'latitude': '38.66667', 'longitude': '116.13333'}",,
Repeev Khutor,22590,Valid,"Iron, IIF",7000.0,Fell,1933-01-01T00:00:00.000,48.6,45.66667,"{'latitude': '48.6', 'longitude': '45.66667'}",,
Revelstoke,22592,Valid,CI1,1.0,Fell,1965-01-01T00:00:00.000,51.33333,-118.95,"{'latitude': '51.33333', 'longitude': '-118.95'}",,
Rewari,22593,Valid,L6,3332.0,Fell,1929-01-01T00:00:00.000,28.2,76.66667,"{'latitude': '28.2', 'longitude': '76.66667'}",,
Rich Mountain,22597,Valid,L6,668.0,Fell,1903-01-01T00:00:00.000,35.03333,-83.03333,"{'latitude': '35.03333', 'longitude': '-83.03333'}",37.0,2388.0
Uzcudun,24140,Valid,L,20000.0,Fell,1948-01-01T00:00:00.000,-44.11667,-66.15,"{'latitude': '-44.11667', 'longitude': '-66.15'}",,
Richardton,22599,Valid,H5,90000.0,Fell,1918-01-01T00:00:00.000,46.88333,-102.31667,"{'latitude': '46.88333', 'longitude': '-102.31667'}",3.0,569.0
Richland Springs,22602,Valid,OC,1900.0,Fell,1980-01-01T00:00:00.000,31.25,-99.03333,"{'latitude': '31.25', 'longitude': '-99.03333'}",23.0,2885.0
Richmond,22603,Valid,LL5,1800.0,Fell,1828-01-01T00:00:00.000,37.46667,-77.5,"{'latitude': '37.46667', 'longitude': '-77.5'}",40.0,2764.0
Rio Negro,22611,Valid,L4,1310.0,Fell,1934-01-01T00:00:00.000,-26.1,-49.8,"{'latitude': '-26.1', 'longitude': '-49.8'}",,
Rivolta de Bassi,22614,Valid,Stone-uncl,103.3,Fell,1491-01-01T00:00:00.000,45.48333,9.51667,"{'latitude': '45.48333', 'longitude': '9.51667'}",,
Rochester,22637,Valid,H6,340.0,Fell,1876-01-01T00:00:00.000,41.08333,-86.28333,"{'latitude': '41.08333', 'longitude': '-86.28333'}",35.0,150.0
Rockhampton,22640,Valid,Stone-uncl,1641.0,Fell,1895-01-01T00:00:00.000,-23.38333,150.51667,"{'latitude': '-23.38333', 'longitude': '150.51667'}",,
Roda,22641,Valid,Diogenite,400.0,Fell,1871-01-01T00:00:00.000,42.3,0.55,"{'latitude': '42.3', 'longitude': '0.55'}",,
Rodach,22642,Valid,Stone-uncl,2900.0,Fell,1775-01-01T00:00:00.000,50.35,10.8,"{'latitude': '50.35', 'longitude': '10.8'}",,
Rose City,22766,Valid,H5,10600.0,Fell,1921-01-01T00:00:00.000,44.51667,-83.95,"{'latitude': '44.51667', 'longitude': '-83.95'}",50.0,361.0
Rowton,22773,Valid,"Iron, IIIAB",3500.0,Fell,1876-01-01T00:00:00.000,52.76667,-2.51667,"{'latitude': '52.76667', 'longitude': '-2.51667'}",,
Ruhobobo,22780,Valid,L6,465.5,Fell,1976-01-01T00:00:00.000,-1.45,29.83333,"{'latitude': '-1.45', 'longitude': '29.83333'}",,
Rumuruti,22782,Valid,R3.8-6,67.0,Fell,1934-01-01T00:00:00.000,0.26667,36.53333,"{'latitude': '0.26667', 'longitude': '36.53333'}",,
Rupota,22783,Valid,L4-6,6000.0,Fell,1949-01-01T00:00:00.000,-10.26667,38.76667,"{'latitude': '-10.26667', 'longitude': '38.76667'}",,
Ryechki,22791,Valid,L5,13000.0,Fell,1914-01-01T00:00:00.000,51.13333,34.5,"{'latitude': '51.13333', 'longitude': '34.5'}",,
Sabetmahet,22792,Valid,H5,1250.0,Fell,1855-01-01T00:00:00.000,27.43333,82.08333,"{'latitude': '27.43333', 'longitude': '82.08333'}",,
Sabrum,22793,Valid,LL6,478.0,Fell,1999-01-01T00:00:00.000,23.08333,91.66667,"{'latitude': '23.08333', 'longitude': '91.66667'}",,
Sagan,22796,Valid,Stone-uncl,,Fell,1636-01-01T00:00:00.000,51.53333,14.88333,"{'latitude': '51.53333', 'longitude': '14.88333'}",,
Saint-Sauveur,23101,Valid,EH5,14000.0,Fell,1914-01-01T00:00:00.000,43.73333,1.38333,"{'latitude': '43.73333', 'longitude': '1.38333'}",,
Saint-Séverin,23102,Valid,LL6,271000.0,Fell,1966-01-01T00:00:00.000,45.3,0.23333,"{'latitude': '45.3', 'longitude': '0.23333'}",,
Sakauchi,23103,Valid,Iron,4180.0,Fell,1913-01-01T00:00:00.000,35.66667,136.3,"{'latitude': '35.66667', 'longitude': '136.3'}",,
Salem,23107,Valid,L6,61.4,Fell,1981-01-01T00:00:00.000,44.97917,-122.96944,"{'latitude': '44.97917', 'longitude': '-122.96944'}",12.0,2409.0
Salles,23111,Valid,L5,9000.0,Fell,1798-01-01T00:00:00.000,46.05,4.63333,"{'latitude': '46.05', 'longitude': '4.63333'}",,
Salzwedel,23114,Valid,LL5,43.0,Fell,1985-01-01T00:00:00.000,52.75,11.05,"{'latitude': '52.75', 'longitude': '11.05'}",,
Samelia,23115,Valid,"Iron, IIIAB",2462.0,Fell,1921-01-01T00:00:00.000,25.66667,74.86667,"{'latitude': '25.66667', 'longitude': '74.86667'}",,
San Juan Capistrano,23128,Valid,H6,56.0,Fell,1973-01-01T00:00:00.000,33.48472,-117.6625,"{'latitude': '33.48472', 'longitude': '-117.6625'}",8.0,1174.0
San Michele,31315,Valid,L6,237.0,Fell,2002-01-01T00:00:00.000,43.66667,13.0,"{'latitude': '43.66667', 'longitude': '13.0'}",,
San Pedro de Quiles,23130,Valid,L6,282.0,Fell,1956-01-01T00:00:00.000,-31.01667,-71.4,"{'latitude': '-31.01667', 'longitude': '-71.4'}",,
San Pedro Jacuaro,34063,Valid,LL6,460.0,Fell,1968-01-01T00:00:00.000,19.76667,-100.65,"{'latitude': '19.76667', 'longitude': '-100.65'}",,
Santa Barbara,23161,Valid,L4,400.0,Fell,1873-01-01T00:00:00.000,-29.2,-51.86667,"{'latitude': '-29.2', 'longitude': '-51.86667'}",,
Santa Cruz,23164,Valid,CM2,60.0,Fell,1939-01-01T00:00:00.000,24.16667,-99.33333,"{'latitude': '24.16667', 'longitude': '-99.33333'}",,
Santa Isabel,23165,Valid,L6,5500.0,Fell,1924-01-01T00:00:00.000,-33.9,-61.7,"{'latitude': '-33.9', 'longitude': '-61.7'}",,
Santa Lucia (2008),50909,Valid,L6,4000.0,Fell,2008-01-01T00:00:00.000,-31.535556,-68.489444,"{'latitude': '-31.535556', 'longitude': '-68.489444'}",,
São Jose do Rio Preto,23171,Valid,H4,927.0,Fell,1962-01-01T00:00:00.000,-20.81,-49.38056,"{'latitude': '-20.81', 'longitude': '-49.38056'}",,
Saratov,23176,Valid,L4,200000.0,Fell,1918-01-01T00:00:00.000,52.55,46.55,"{'latitude': '52.55', 'longitude': '46.55'}",,
Sasagase,23187,Valid,H,695.0,Fell,1688-01-01T00:00:00.000,34.71667,137.78333,"{'latitude': '34.71667', 'longitude': '137.78333'}",,
Sauguis,23188,Valid,L6,4000.0,Fell,1868-01-01T00:00:00.000,43.15,-0.85,"{'latitude': '43.15', 'longitude': '-0.85'}",,
Savtschenskoje,23190,Valid,LL4,2500.0,Fell,1894-01-01T00:00:00.000,47.21667,29.86667,"{'latitude': '47.21667', 'longitude': '29.86667'}",,
Sayama,23192,Valid,CM2,430.0,Fell,1986-01-01T00:00:00.000,35.86667,139.4,"{'latitude': '35.86667', 'longitude': '139.4'}",,
Sazovice,23455,Valid,L5,412.0,Fell,1934-01-01T00:00:00.000,49.23333,17.56667,"{'latitude': '49.23333', 'longitude': '17.56667'}",,
Schellin,23457,Valid,L,7000.0,Fell,1715-01-01T00:00:00.000,53.35,15.05,"{'latitude': '53.35', 'longitude': '15.05'}",,
Schenectady,23458,Valid,H5,283.3,Fell,1968-01-01T00:00:00.000,42.86083,-73.95028,"{'latitude': '42.86083', 'longitude': '-73.95028'}",47.0,2142.0
Schönenberg,23460,Valid,L6,8000.0,Fell,1846-01-01T00:00:00.000,48.11667,10.46667,"{'latitude': '48.11667', 'longitude': '10.46667'}",,
Searsmont,23472,Valid,H5,5400.0,Fell,1871-01-01T00:00:00.000,44.36667,-69.2,"{'latitude': '44.36667', 'longitude': '-69.2'}",49.0,1727.0
Sediköy,23473,Valid,L6,240.0,Fell,1917-01-01T00:00:00.000,38.3,27.13333,"{'latitude': '38.3', 'longitude': '27.13333'}",,
Segowlie,23476,Valid,LL6,6930.0,Fell,1853-01-01T00:00:00.000,26.75,84.78333,"{'latitude': '26.75', 'longitude': '84.78333'}",,
Selakopi,23481,Valid,H5,1590.0,Fell,1939-01-01T00:00:00.000,-7.23333,107.33333,"{'latitude': '-7.23333', 'longitude': '107.33333'}",,
Seldebourak,23483,Valid,H5,150.0,Fell,1947-01-01T00:00:00.000,22.83333,4.98333,"{'latitude': '22.83333', 'longitude': '4.98333'}",,
Semarkona,23487,Valid,LL3.00,691.0,Fell,1940-01-01T00:00:00.000,22.25,79.0,"{'latitude': '22.25', 'longitude': '79.0'}",,
Sena,23495,Valid,H4,4000.0,Fell,1773-01-01T00:00:00.000,41.71667,-0.05,"{'latitude': '41.71667', 'longitude': '-0.05'}",,
Senboku,23496,Valid,H6,866.0,Fell,1993-01-01T00:00:00.000,39.43833,140.51167,"{'latitude': '39.43833', 'longitude': '140.51167'}",,
Seoni,23500,Valid,H6,20000.0,Fell,1966-01-01T00:00:00.000,21.68389,79.50083,"{'latitude': '21.68389', 'longitude': '79.50083'}",,
Seres,23501,Valid,H4,8500.0,Fell,1818-01-01T00:00:00.000,41.05,23.56667,"{'latitude': '41.05', 'longitude': '23.56667'}",,
Serra de Magé,23502,Valid,Eucrite-cm,1800.0,Fell,1923-01-01T00:00:00.000,-8.38333,-36.76667,"{'latitude': '-8.38333', 'longitude': '-36.76667'}",,
Sete Lagoas,23504,Valid,H4,350.0,Fell,1908-01-01T00:00:00.000,-19.46667,-44.21667,"{'latitude': '-19.46667', 'longitude': '-44.21667'}",,
Sevilla,23508,Valid,LL4,180.0,Fell,1862-01-01T00:00:00.000,37.41667,-6.0,"{'latitude': '37.41667', 'longitude': '-6.0'}",,
Sevrukovo,23509,Valid,L5,101000.0,Fell,1874-01-01T00:00:00.000,50.61667,36.6,"{'latitude': '50.61667', 'longitude': '36.6'}",,
Sfax,23512,Valid,L6,7000.0,Fell,1989-01-01T00:00:00.000,34.75,10.71667,"{'latitude': '34.75', 'longitude': '10.71667'}",,
Shalka,23521,Valid,Diogenite,4000.0,Fell,1850-01-01T00:00:00.000,23.1,87.3,"{'latitude': '23.1', 'longitude': '87.3'}",,
Sharps,23525,Valid,H3.4,1265.0,Fell,1921-01-01T00:00:00.000,37.83333,-76.7,"{'latitude': '37.83333', 'longitude': '-76.7'}",40.0,921.0
Shelburne,23529,Valid,L5,18600.0,Fell,1904-01-01T00:00:00.000,44.05,-80.16667,"{'latitude': '44.05', 'longitude': '-80.16667'}",,
Shergotty,23530,Valid,Martian (shergottite),5000.0,Fell,1865-01-01T00:00:00.000,24.55,84.83333,"{'latitude': '24.55', 'longitude': '84.83333'}",,
Sheyang,23531,Valid,L6,605.0,Fell,1976-01-01T00:00:00.000,33.65,120.06667,"{'latitude': '33.65', 'longitude': '120.06667'}",,
Shikarpur,23534,Valid,L6,3679.7,Fell,1921-01-01T00:00:00.000,25.85,87.5775,"{'latitude': '25.85', 'longitude': '87.5775'}",,
Shuangyang,23582,Valid,H5,3900.0,Fell,1971-01-01T00:00:00.000,43.5,125.66667,"{'latitude': '43.5', 'longitude': '125.66667'}",,
Shupiyan,23583,Valid,H6,5000.0,Fell,1912-01-01T00:00:00.000,33.71667,74.83333,"{'latitude': '33.71667', 'longitude': '74.83333'}",,
Shytal,23584,Valid,L6,3200.0,Fell,1863-01-01T00:00:00.000,24.33333,90.16667,"{'latitude': '24.33333', 'longitude': '90.16667'}",,
Siena,23586,Valid,LL5,3700.0,Fell,1794-01-01T00:00:00.000,43.11667,11.6,"{'latitude': '43.11667', 'longitude': '11.6'}",,
Sikhote-Alin,23593,Valid,"Iron, IIAB",23000000.0,Fell,1947-01-01T00:00:00.000,46.16,134.65333,"{'latitude': '46.16', 'longitude': '134.65333'}",,
Silao,23594,Valid,H5,1710.0,Fell,1995-01-01T00:00:00.000,20.93333,-101.38333,"{'latitude': '20.93333', 'longitude': '-101.38333'}",,
Silistra,55584,Valid,Achondrite-ung,0.15,Fell,1917-01-01T00:00:00.000,44.11667,27.26667,"{'latitude': '44.11667', 'longitude': '27.26667'}",,
Simmern,23603,Valid,H5,1222.0,Fell,1920-01-01T00:00:00.000,49.98333,7.53333,"{'latitude': '49.98333', 'longitude': '7.53333'}",,
Sinai,23606,Valid,L6,1455.0,Fell,1916-01-01T00:00:00.000,30.9,32.48333,"{'latitude': '30.9', 'longitude': '32.48333'}",,
Sindhri,23611,Valid,H5,8400.0,Fell,1901-01-01T00:00:00.000,26.21667,69.55,"{'latitude': '26.21667', 'longitude': '69.55'}",,
Sinnai,23613,Valid,H6,2000.0,Fell,1956-01-01T00:00:00.000,39.3,9.2,"{'latitude': '39.3', 'longitude': '9.2'}",,
Sioux County,23614,Valid,Eucrite-mmict,4100.0,Fell,1933-01-01T00:00:00.000,42.58333,-103.66667,"{'latitude': '42.58333', 'longitude': '-103.66667'}",19.0,2351.0
Sitathali,23616,Valid,H5,1600.0,Fell,1875-01-01T00:00:00.000,20.91667,82.58333,"{'latitude': '20.91667', 'longitude': '82.58333'}",,
Sivas,23617,Valid,H6,40000.0,Fell,1989-01-01T00:00:00.000,39.82467,36.13583,"{'latitude': '39.82467', 'longitude': '36.13583'}",,
Sixiangkou,23619,Valid,L5,630.0,Fell,1989-01-01T00:00:00.000,32.43333,119.86667,"{'latitude': '32.43333', 'longitude': '119.86667'}",,
Ski,23621,Valid,L6,850.0,Fell,1848-01-01T00:00:00.000,59.73333,10.86667,"{'latitude': '59.73333', 'longitude': '10.86667'}",,
Slavetic,23626,Valid,H5,1708.0,Fell,1868-01-01T00:00:00.000,45.68333,15.6,"{'latitude': '45.68333', 'longitude': '15.6'}",,
Slobodka,23645,Valid,L4,2750.0,Fell,1818-01-01T00:00:00.000,55.0,35.0,"{'latitude': '55.0', 'longitude': '35.0'}",,
Soheria,23660,Valid,OC,72.9,Fell,1960-01-01T00:00:00.000,27.13333,84.06667,"{'latitude': '27.13333', 'longitude': '84.06667'}",,
Soko-Banja,23661,Valid,LL4,80000.0,Fell,1877-01-01T00:00:00.000,43.66667,21.86667,"{'latitude': '43.66667', 'longitude': '21.86667'}",,
Sologne,23663,Valid,H5,54.0,Fell,1860-01-01T00:00:00.000,47.36667,1.73333,"{'latitude': '47.36667', 'longitude': '1.73333'}",,
Sołtmany,53829,Valid,L6,1066.0,Fell,2011-01-01T00:00:00.000,54.00883,22.005,"{'latitude': '54.00883', 'longitude': '22.005'}",,
Sone,23667,Valid,H5,17100.0,Fell,1866-01-01T00:00:00.000,35.16667,135.33333,"{'latitude': '35.16667', 'longitude': '135.33333'}",,
Songyuan,23668,Valid,L6,36900.0,Fell,1993-01-01T00:00:00.000,45.25,125.0,"{'latitude': '45.25', 'longitude': '125.0'}",,
Sopot,23670,Valid,OC,958.0,Fell,1927-01-01T00:00:00.000,44.41667,23.5,"{'latitude': '44.41667', 'longitude': '23.5'}",,
Soroti,23671,Valid,"Iron, ungrouped",2050.0,Fell,1945-01-01T00:00:00.000,1.7,33.63333,"{'latitude': '1.7', 'longitude': '33.63333'}",,
St. Caprais-de-Quinsac,23081,Valid,L6,360.0,Fell,1883-01-01T00:00:00.000,44.75,0.05,"{'latitude': '44.75', 'longitude': '0.05'}",,
St. Christophe-la-Chartreuse,23082,Valid,L6,5500.0,Fell,1841-01-01T00:00:00.000,46.95,-1.5,"{'latitude': '46.95', 'longitude': '-1.5'}",,
St. Denis Westrem,23083,Valid,L6,700.0,Fell,1855-01-01T00:00:00.000,51.05,3.75,"{'latitude': '51.05', 'longitude': '3.75'}",,
St. Germain-du-Pinel,23087,Valid,H6,4000.0,Fell,1890-01-01T00:00:00.000,48.01667,-1.15,"{'latitude': '48.01667', 'longitude': '-1.15'}",,
St. Louis,23089,Valid,H4,1000.0,Fell,1950-01-01T00:00:00.000,38.7,-90.23333,"{'latitude': '38.7', 'longitude': '-90.23333'}",18.0,2223.0
St. Mark's,23090,Valid,EH5,13780.0,Fell,1903-01-01T00:00:00.000,-32.01667,27.41667,"{'latitude': '-32.01667', 'longitude': '27.41667'}",,
St. Mary's County,23091,Valid,LL3.3,24.3,Fell,1919-01-01T00:00:00.000,38.16667,-76.38333,"{'latitude': '38.16667', 'longitude': '-76.38333'}",45.0,424.0
St. Mesmin,23092,Valid,LL6,8300.0,Fell,1866-01-01T00:00:00.000,48.45,3.93333,"{'latitude': '48.45', 'longitude': '3.93333'}",,
St. Michel,23093,Valid,L6,17000.0,Fell,1910-01-01T00:00:00.000,61.65,27.2,"{'latitude': '61.65', 'longitude': '27.2'}",,
St.-Chinian,23097,Valid,L6,134.3,Fell,1959-01-01T00:00:00.000,43.43333,2.95,"{'latitude': '43.43333', 'longitude': '2.95'}",,
Ställdalen,23712,Valid,H5,34000.0,Fell,1876-01-01T00:00:00.000,59.93333,14.95,"{'latitude': '59.93333', 'longitude': '14.95'}",,
Stannern,23713,Valid,Eucrite-mmict,52000.0,Fell,1808-01-01T00:00:00.000,49.28333,15.56667,"{'latitude': '49.28333', 'longitude': '15.56667'}",,
Stavropol,23717,Valid,L6,1500.0,Fell,1857-01-01T00:00:00.000,45.05,41.98333,"{'latitude': '45.05', 'longitude': '41.98333'}",,
Ste. Marguerite,23099,Valid,H4,4960.0,Fell,1962-01-01T00:00:00.000,50.76667,3.0,"{'latitude': '50.76667', 'longitude': '3.0'}",,
Sterlitamak,23724,Valid,"Iron, IIIAB",325000.0,Fell,1990-01-01T00:00:00.000,53.66667,55.98333,"{'latitude': '53.66667', 'longitude': '55.98333'}",,
Stolzenau,23726,Valid,Stone-uncl,,Fell,1647-01-01T00:00:00.000,52.53333,9.05,"{'latitude': '52.53333', 'longitude': '9.05'}",,
Stratford,23728,Valid,L6,50.0,Fell,1974-01-01T00:00:00.000,41.2,-73.13333,"{'latitude': '41.2', 'longitude': '-73.13333'}",24.0,1040.0
Strathmore,23729,Valid,L6,13400.0,Fell,1917-01-01T00:00:00.000,56.58333,-3.25,"{'latitude': '56.58333', 'longitude': '-3.25'}",,
Stretchleigh,23732,Valid,Stone-uncl,10400.0,Fell,1623-01-01T00:00:00.000,50.38333,-3.95,"{'latitude': '50.38333', 'longitude': '-3.95'}",,
St-Robert,23733,Valid,H5,25400.0,Fell,1994-01-01T00:00:00.000,45.96861,-72.97806,"{'latitude': '45.96861', 'longitude': '-72.97806'}",,
Success,23736,Valid,L6,3500.0,Fell,1924-01-01T00:00:00.000,36.48333,-90.66667,"{'latitude': '36.48333', 'longitude': '-90.66667'}",15.0,955.0
Suchy Dul,23737,Valid,L6,815.3,Fell,1969-01-01T00:00:00.000,50.53806,16.26333,"{'latitude': '50.53806', 'longitude': '16.26333'}",,
Suizhou,23738,Valid,L6,260000.0,Fell,1986-01-01T00:00:00.000,31.61667,113.46667,"{'latitude': '31.61667', 'longitude': '113.46667'}",,
