name,id,nametype,recclass,mass,fall,year,reclat,reclong,geolocation,:@computed_region_cbhk_fwbd,:@computed_region_nnqa_25f4
Castine,5293,Valid,L6,94.0,Fell,1848-01-01T00:00:00.000,44.38333,-68.75,"{'latitude': '44.38333', 'longitude': '-68.75'}",49.0,414.0
Castrovillari,5295,Valid,Stone-uncl,15000.0,Fell,1583-01-01T00:00:00.000,39.8,16.2,"{'latitude': '39.8', 'longitude': '16.2'}",,
Caswell County,5296,Valid,OC,1360.0,Fell,1810-01-01T00:00:00.000,36.5,-79.25,"{'latitude': '36.5', 'longitude': '-79.25'}",37.0,637.0
Ceniceros,5306,Valid,L3.7,1025.0,Fell,1988-01-01T00:00:00.000,26.46667,-105.23333,"{'latitude': '26.46667', 'longitude': '-105.23333'}",,
Centerville,5307,Valid,H5,45.6,Fell,1956-01-01T00:00:00.000,43.2,-96.91667,"{'latitude': '43.2', 'longitude': '-96.91667'}",21.0,2684.0
Cereseto,5308,Valid,H5,6460.0,Fell,1840-01-01T00:00:00.000,45.08333,8.3,"{'latitude': '45.08333', 'longitude': '8.3'}",,
Chadong,5313,Valid,L6,3700.0,Fell,1998-01-01T00:00:00.000,28.53333,109.31667,"{'latitude': '28.53333', 'longitude': '109.31667'}",,
Chail,5314,Valid,H6,0.5,Fell,1814-01-01T00:00:00.000,25.36667,81.66667,"{'latitude': '25.36667', 'longitude': '81.66667'}",,
Chainpur,5315,Valid,LL3.4,8200.0,Fell,1907-01-01T00:00:00.000,25.85,83.48333,"{'latitude': '25.85', 'longitude': '83.48333'}",,
Chajari,5316,Valid,L5,18300.0,Fell,1933-01-01T00:00:00.000,-30.78333,-58.05,"{'latitude': '-30.78333', 'longitude': '-58.05'}",,
Chandakapur,5320,Valid,L5,8800.0,Fell,1838-01-01T00:00:00.000,20.26667,76.01667,"{'latitude': '20.26667', 'longitude': '76.01667'}",,
Chandpur,5321,Valid,L6,1100.0,Fell,1885-01-01T00:00:00.000,27.28333,79.05,"{'latitude': '27.28333', 'longitude': '79.05'}",,
Changde,5322,Valid,H5,1810.0,Fell,1977-01-01T00:00:00.000,29.08333,111.75,"{'latitude': '29.08333', 'longitude': '111.75'}",,
Chantonnay,5325,Valid,L6,31500.0,Fell,1812-01-01T00:00:00.000,46.68333,1.05,"{'latitude': '46.68333', 'longitude': '1.05'}",,
Charlotte,5328,Valid,"Iron, IVA",4300.0,Fell,1835-01-01T00:00:00.000,36.16667,-87.33333,"{'latitude': '36.16667', 'longitude': '-87.33333'}",39.0,2007.0
Charsonville,5329,Valid,H6,27000.0,Fell,1810-01-01T00:00:00.000,47.93333,1.56667,"{'latitude': '47.93333', 'longitude': '1.56667'}",,
Charwallas,5330,Valid,H6,12000.0,Fell,1834-01-01T00:00:00.000,29.48333,75.5,"{'latitude': '29.48333', 'longitude': '75.5'}",,
Chassigny,5331,Valid,Martian (chassignite),4000.0,Fell,1815-01-01T00:00:00.000,47.71667,5.36667,"{'latitude': '47.71667', 'longitude': '5.36667'}",,
Château-Renard,5332,Valid,L6,30000.0,Fell,1841-01-01T00:00:00.000,47.93333,2.91667,"{'latitude': '47.93333', 'longitude': '2.91667'}",,
Chaves,5334,Valid,Howardite,2945.0,Fell,1925-01-01T00:00:00.000,41.93333,-7.46667,"{'latitude': '41.93333', 'longitude': '-7.46667'}",,
Chela,5338,Valid,H4,2936.0,Fell,1988-01-01T00:00:00.000,-3.66667,32.5,"{'latitude': '-3.66667', 'longitude': '32.5'}",,
Chelyabinsk,57165,Valid,LL5,100000.0,Fell,2013-01-01T00:00:00.000,54.81667,61.11667,"{'latitude': '54.81667', 'longitude': '61.11667'}",,
Chergach ,47347,Valid,H5,100000.0,Fell,2007-01-01T00:00:00.000,23.69639,-5.01472,"{'latitude': '23.69639', 'longitude': '-5.01472'}",,
Chernyi Bor,5339,Valid,H4,6000.0,Fell,1964-01-01T00:00:00.000,53.7,30.1,"{'latitude': '53.7', 'longitude': '30.1'}",,
Cherokee Springs,5340,Valid,LL6,8400.0,Fell,1933-01-01T00:00:00.000,35.03333,-81.88333,"{'latitude': '35.03333', 'longitude': '-81.88333'}",33.0,2582.0
Chervettaz,5341,Valid,L5,705.0,Fell,1901-01-01T00:00:00.000,46.55,6.81667,"{'latitude': '46.55', 'longitude': '6.81667'}",,
Chervony Kut,5342,Valid,Eucrite-mmict,1700.0,Fell,1939-01-01T00:00:00.000,50.83333,34.0,"{'latitude': '50.83333', 'longitude': '34.0'}",,
Chetrinahatti,5344,Valid,Stone-uncl,72.0,Fell,1880-01-01T00:00:00.000,14.5,76.5,"{'latitude': '14.5', 'longitude': '76.5'}",,
Chiang Khan,5345,Valid,H6,367.0,Fell,1981-01-01T00:00:00.000,17.9,101.63333,"{'latitude': '17.9', 'longitude': '101.63333'}",,
Chicora,5349,Valid,LL6,303.0,Fell,1938-01-01T00:00:00.000,40.93333,-79.73333,"{'latitude': '40.93333', 'longitude': '-79.73333'}",48.0,2459.0
Chisenga,5355,Valid,"Iron, IIIAB",3920.0,Fell,1988-01-01T00:00:00.000,-10.05944,33.395,"{'latitude': '-10.05944', 'longitude': '33.395'}",,
Chitado,5356,Valid,L6,,Fell,1966-01-01T00:00:00.000,-17.35,13.96667,"{'latitude': '-17.35', 'longitude': '13.96667'}",,
Chitenay,5357,Valid,L6,4000.0,Fell,1978-01-01T00:00:00.000,47.47083,0.97667,"{'latitude': '47.47083', 'longitude': '0.97667'}",,
Cilimus,5364,Valid,L5,1600.0,Fell,1979-01-01T00:00:00.000,-6.95,108.1,"{'latitude': '-6.95', 'longitude': '108.1'}",,
Claxton,5374,Valid,L6,1455.0,Fell,1984-01-01T00:00:00.000,32.1025,-81.87278,"{'latitude': '32.1025', 'longitude': '-81.87278'}",31.0,67.0
Clohars,5383,Valid,L4,48.6,Fell,1822-01-01T00:00:00.000,,,,,
Colby (Wisconsin),5395,Valid,L6,104000.0,Fell,1917-01-01T00:00:00.000,44.9,-90.28333,"{'latitude': '44.9', 'longitude': '-90.28333'}",41.0,877.0
Cold Bokkeveld,5397,Valid,CM2,5200.0,Fell,1838-01-01T00:00:00.000,-33.13333,19.38333,"{'latitude': '-33.13333', 'longitude': '19.38333'}",,
Coleman,5401,Valid,L6,469.0,Fell,1994-01-01T00:00:00.000,43.76111,-84.50778,"{'latitude': '43.76111', 'longitude': '-84.50778'}",50.0,356.0
Collescipoli,5403,Valid,H5,5000.0,Fell,1890-01-01T00:00:00.000,42.53333,12.61667,"{'latitude': '42.53333', 'longitude': '12.61667'}",,
Conquista,5418,Valid,H4,20350.0,Fell,1965-01-01T00:00:00.000,-19.85,-47.55,"{'latitude': '-19.85', 'longitude': '-47.55'}",,
Cosina,5451,Valid,H5,1200.0,Fell,1844-01-01T00:00:00.000,21.16667,-100.86667,"{'latitude': '21.16667', 'longitude': '-100.86667'}",,
Cranganore,5465,Valid,L6,1460.0,Fell,1917-01-01T00:00:00.000,10.2,76.26667,"{'latitude': '10.2', 'longitude': '76.26667'}",,
Crescent,5470,Valid,CM2,78.4,Fell,1936-01-01T00:00:00.000,35.95,-97.58333,"{'latitude': '35.95', 'longitude': '-97.58333'}",20.0,2201.0
Cronstad,5474,Valid,H5,3650.0,Fell,1877-01-01T00:00:00.000,-27.7,27.3,"{'latitude': '-27.7', 'longitude': '27.3'}",,
Cross Roads,5476,Valid,H5,167.0,Fell,1892-01-01T00:00:00.000,35.63333,-78.13333,"{'latitude': '35.63333', 'longitude': '-78.13333'}",37.0,2332.0
Crumlin,5477,Valid,L5,4255.0,Fell,1902-01-01T00:00:00.000,54.61667,-6.21667,"{'latitude': '54.61667', 'longitude': '-6.21667'}",,
Cumberland Falls,5496,Valid,Aubrite,17000.0,Fell,1919-01-01T00:00:00.000,36.83333,-84.35,"{'latitude': '36.83333', 'longitude': '-84.35'}",36.0,1426.0
Cynthiana,5500,Valid,L/LL4,6000.0,Fell,1877-01-01T00:00:00.000,38.4,-84.25,"{'latitude': '38.4', 'longitude': '-84.25'}",36.0,244.0
Dahmani,5504,Valid,LL6,18000.0,Fell,1981-01-01T00:00:00.000,35.61667,8.83333,"{'latitude': '35.61667', 'longitude': '8.83333'}",,
Dandapur,5511,Valid,L6,5650.0,Fell,1878-01-01T00:00:00.000,26.91667,83.96667,"{'latitude': '26.91667', 'longitude': '83.96667'}",,
Daniel's Kuil,5513,Valid,EL6,1064.0,Fell,1868-01-01T00:00:00.000,-28.2,24.56667,"{'latitude': '-28.2', 'longitude': '24.56667'}",,
Danville,5514,Valid,L6,2000.0,Fell,1868-01-01T00:00:00.000,34.4,-87.06667,"{'latitude': '34.4', 'longitude': '-87.06667'}",29.0,103.0
Darmstadt,6603,Valid,H5,100.0,Fell,1804-01-01T00:00:00.000,49.86667,8.65,"{'latitude': '49.86667', 'longitude': '8.65'}",,
Dashoguz,6604,Valid,H5,7000.0,Fell,1998-01-01T00:00:00.000,41.98444,59.685,"{'latitude': '41.98444', 'longitude': '59.685'}",,
Daule,51559,Valid,L5,6580.0,Fell,2008-01-01T00:00:00.000,-1.87089,-79.95756,"{'latitude': '-1.87089', 'longitude': '-79.95756'}",,
De Cewsville,6621,Valid,H6,340.0,Fell,1887-01-01T00:00:00.000,43.0,-80.0,"{'latitude': '43.0', 'longitude': '-80.0'}",,
Deal,6634,Valid,L6,28.0,Fell,1829-01-01T00:00:00.000,40.25,-74.0,"{'latitude': '40.25', 'longitude': '-74.0'}",,2491.0
Delhi,6642,Valid,L5,0.8,Fell,1897-01-01T00:00:00.000,28.56667,77.25,"{'latitude': '28.56667', 'longitude': '77.25'}",,
Demina,6649,Valid,L6,16400.0,Fell,1911-01-01T00:00:00.000,51.46667,84.76667,"{'latitude': '51.46667', 'longitude': '84.76667'}",,
Denver,6660,Valid,L6,230.0,Fell,1967-01-01T00:00:00.000,39.7825,-104.93056,"{'latitude': '39.7825', 'longitude': '-104.93056'}",9.0,1444.0
Dergaon,6664,Valid,H5,12500.0,Fell,2001-01-01T00:00:00.000,26.68333,93.86667,"{'latitude': '26.68333', 'longitude': '93.86667'}",,
Desuri,6693,Valid,H6,25400.0,Fell,1962-01-01T00:00:00.000,25.73333,73.61667,"{'latitude': '25.73333', 'longitude': '73.61667'}",,
Devgaon,6694,Valid,H3.8,12000.0,Fell,2001-01-01T00:00:00.000,19.0,81.0,"{'latitude': '19.0', 'longitude': '81.0'}",,
Devri-Khera,6696,Valid,L6,1140.0,Fell,1994-01-01T00:00:00.000,24.225,76.525,"{'latitude': '24.225', 'longitude': '76.525'}",,
Dhajala,6698,Valid,H3.8,45000.0,Fell,1976-01-01T00:00:00.000,22.37778,71.42722,"{'latitude': '22.37778', 'longitude': '71.42722'}",,
Dharwar,6699,Valid,OC,1800.0,Fell,1848-01-01T00:00:00.000,14.88333,75.6,"{'latitude': '14.88333', 'longitude': '75.6'}",,
Dhurmsala,7640,Valid,LL6,32000.0,Fell,1860-01-01T00:00:00.000,32.23333,76.46667,"{'latitude': '32.23333', 'longitude': '76.46667'}",,
Didim,47350,Valid,H3-5,3396.0,Fell,2007-01-01T00:00:00.000,37.35172,27.32997,"{'latitude': '37.35172', 'longitude': '27.32997'}",,
Diep River,7642,Valid,L6,1000.0,Fell,1906-01-01T00:00:00.000,-33.75,18.56667,"{'latitude': '-33.75', 'longitude': '18.56667'}",,
Distrito Quebracho,7649,Valid,H4,400.0,Fell,1957-01-01T00:00:00.000,-31.88333,-60.46667,"{'latitude': '-31.88333', 'longitude': '-60.46667'}",,
Djati-Pengilon,7652,Valid,H6,166000.0,Fell,1884-01-01T00:00:00.000,-7.5,111.5,"{'latitude': '-7.5', 'longitude': '111.5'}",,
Djermaia,7656,Valid,H,3950.0,Fell,1961-01-01T00:00:00.000,12.73333,15.05,"{'latitude': '12.73333', 'longitude': '15.05'}",,
Djoumine,7657,Valid,H5-6,10000.0,Fell,1999-01-01T00:00:00.000,36.95,9.55,"{'latitude': '36.95', 'longitude': '9.55'}",,
Dokachi,7658,Valid,H5,3840.0,Fell,1903-01-01T00:00:00.000,23.5,90.33333,"{'latitude': '23.5', 'longitude': '90.33333'}",,
Dolgovoli,7659,Valid,L6,1600.0,Fell,1864-01-01T00:00:00.000,50.75,25.3,"{'latitude': '50.75', 'longitude': '25.3'}",,
Domanitch,7661,Valid,L5,438.0,Fell,1907-01-01T00:00:00.000,40.0,29.0,"{'latitude': '40.0', 'longitude': '29.0'}",,
Dong Ujimqin Qi,7706,Valid,Mesosiderite,128800.0,Fell,1995-01-01T00:00:00.000,45.5,119.03333,"{'latitude': '45.5', 'longitude': '119.03333'}",,
Donga Kohrod,7707,Valid,H6,230.0,Fell,1899-01-01T00:00:00.000,21.86667,82.45,"{'latitude': '21.86667', 'longitude': '82.45'}",,
Dongtai,7708,Valid,LL6,5500.0,Fell,1970-01-01T00:00:00.000,32.91667,120.78333,"{'latitude': '32.91667', 'longitude': '120.78333'}",,
Doroninsk,7718,Valid,H5-7,3891.0,Fell,1805-01-01T00:00:00.000,51.2,112.3,"{'latitude': '51.2', 'longitude': '112.3'}",,
Dosso,7722,Valid,L6,1250.0,Fell,1962-01-01T00:00:00.000,13.05,3.16667,"{'latitude': '13.05', 'longitude': '3.16667'}",,
Douar Mghila,7723,Valid,LL6,1161.0,Fell,1932-01-01T00:00:00.000,32.33333,-6.3,"{'latitude': '32.33333', 'longitude': '-6.3'}",,
Dowa,7725,Valid,Stone-uncl,642.0,Fell,1976-01-01T00:00:00.000,-13.66667,33.91667,"{'latitude': '-13.66667', 'longitude': '33.91667'}",,
Drake Creek,7728,Valid,L6,5000.0,Fell,1827-01-01T00:00:00.000,36.4,-86.5,"{'latitude': '36.4', 'longitude': '-86.5'}",39.0,2115.0
Dresden (Ontario),7731,Valid,H6,47700.0,Fell,1939-01-01T00:00:00.000,42.52,-82.26,"{'latitude': '42.52', 'longitude': '-82.26'}",,
Dubrovnik,7736,Valid,L3-6,1900.0,Fell,1951-01-01T00:00:00.000,42.45833,18.44167,"{'latitude': '42.45833', 'longitude': '18.44167'}",,
Dunbogan,7743,Valid,L6,30.0,Fell,1999-01-01T00:00:00.000,-31.66667,152.83333,"{'latitude': '-31.66667', 'longitude': '152.83333'}",,
Dundrum,7745,Valid,H5,2270.0,Fell,1865-01-01T00:00:00.000,52.55,-8.03333,"{'latitude': '52.55', 'longitude': '-8.03333'}",,
Dunhua,7749,Valid,Stone-uncl,,Fell,1976-01-01T00:00:00.000,43.33333,128.25,"{'latitude': '43.33333', 'longitude': '128.25'}",,
Durala,7750,Valid,L6,13200.0,Fell,1815-01-01T00:00:00.000,30.3,76.63333,"{'latitude': '30.3', 'longitude': '76.63333'}",,
Duruma,7752,Valid,L6,577.0,Fell,1853-01-01T00:00:00.000,-4.0,39.5,"{'latitude': '-4.0', 'longitude': '39.5'}",,
Duwun,7754,Valid,L6,2117.0,Fell,1943-01-01T00:00:00.000,33.43333,127.26667,"{'latitude': '33.43333', 'longitude': '127.26667'}",,
Dwaleni,7755,Valid,H4-6,3230.0,Fell,1970-01-01T00:00:00.000,-27.2,31.31667,"{'latitude': '-27.2', 'longitude': '31.31667'}",,
Dyalpur,7757,Valid,Ureilite,300.0,Fell,1872-01-01T00:00:00.000,26.25,82.0,"{'latitude': '26.25', 'longitude': '82.0'}",,
Dyarrl Island,7758,Valid,Mesosiderite-A1,188.0,Fell,1933-01-01T00:00:00.000,-3.0,151.0,"{'latitude': '-3.0', 'longitude': '151.0'}",,
Eagle,7760,Valid,EL6,10000.0,Fell,1947-01-01T00:00:00.000,40.78167,-96.47167,"{'latitude': '40.78167', 'longitude': '-96.47167'}",19.0,462.0
Ehole,7774,Valid,H5,2400.0,Fell,1961-01-01T00:00:00.000,-17.3,15.83333,"{'latitude': '-17.3', 'longitude': '15.83333'}",,
Eichstädt,7775,Valid,H5,3000.0,Fell,1785-01-01T00:00:00.000,48.9,11.21667,"{'latitude': '48.9', 'longitude': '11.21667'}",,
Ekeby,7776,Valid,H4,3336.0,Fell,1939-01-01T00:00:00.000,56.03333,13.0,"{'latitude': '56.03333', 'longitude': '13.0'}",,
Ekh Khera,7777,Valid,H6,840.0,Fell,1916-01-01T00:00:00.000,28.26667,78.78333,"{'latitude': '28.26667', 'longitude': '78.78333'}",,
El Idrissia,7807,Valid,L6,10000.0,Fell,1989-01-01T00:00:00.000,34.41667,3.25,"{'latitude': '34.41667', 'longitude': '3.25'}",,
El Paso de Aguila,45977,Valid,H5,17226.0,Fell,1977-01-01T00:00:00.000,25.37,-97.37,"{'latitude': '25.37', 'longitude': '-97.37'}",,
El Tigre,7819,Valid,L6,5000.0,Fell,1993-01-01T00:00:00.000,19.96722,-103.05167,"{'latitude': '19.96722', 'longitude': '-103.05167'}",,
Elbert,7822,Valid,LL6,680.5,Fell,1998-01-01T00:00:00.000,39.24667,-104.58817,"{'latitude': '39.24667', 'longitude': '-104.58817'}",9.0,88.0
Elbogen,7823,Valid,"Iron, IID",107000.0,Fell,1400-01-01T00:00:00.000,50.18333,12.73333,"{'latitude': '50.18333', 'longitude': '12.73333'}",,
Elenovka,7824,Valid,L5,54640.0,Fell,1951-01-01T00:00:00.000,47.83333,37.66667,"{'latitude': '47.83333', 'longitude': '37.66667'}",,
Ellemeet,10019,Valid,Diogenite,1470.0,Fell,1925-01-01T00:00:00.000,51.75,4.0,"{'latitude': '51.75', 'longitude': '4.0'}",,
Emmaville,10033,Valid,Eucrite-mmict,127.0,Fell,1900-01-01T00:00:00.000,-29.46667,151.61667,"{'latitude': '-29.46667', 'longitude': '151.61667'}",,
Enshi,10038,Valid,H5,8000.0,Fell,1974-01-01T00:00:00.000,30.3,109.5,"{'latitude': '30.3', 'longitude': '109.5'}",,
Ensisheim,10039,Valid,LL6,127000.0,Fell,1492-01-01T00:00:00.000,47.86667,7.35,"{'latitude': '47.86667', 'longitude': '7.35'}",,
Épinal,10041,Valid,H5,277.0,Fell,1822-01-01T00:00:00.000,48.18333,6.46667,"{'latitude': '48.18333', 'longitude': '6.46667'}",,
Erakot,10042,Valid,CM2,113.0,Fell,1940-01-01T00:00:00.000,19.03333,81.89167,"{'latitude': '19.03333', 'longitude': '81.89167'}",,
Erevan,10043,Valid,Howardite,107.2,Fell,1911-01-01T00:00:00.000,40.3,44.5,"{'latitude': '40.3', 'longitude': '44.5'}",,
Ergheo,10044,Valid,L5,20000.0,Fell,1889-01-01T00:00:00.000,1.16667,44.16667,"{'latitude': '1.16667', 'longitude': '44.16667'}",,
Erxleben,10049,Valid,H6,2250.0,Fell,1812-01-01T00:00:00.000,52.21667,11.25,"{'latitude': '52.21667', 'longitude': '11.25'}",,
Esnandes,10051,Valid,L6,1500.0,Fell,1837-01-01T00:00:00.000,46.25,-1.1,"{'latitude': '46.25', 'longitude': '-1.1'}",,
Essebi,10055,Valid,C2-ung,500.0,Fell,1957-01-01T00:00:00.000,2.88333,30.83333,"{'latitude': '2.88333', 'longitude': '30.83333'}",,
Estherville,10059,Valid,Mesosiderite-A3/4,320000.0,Fell,1879-01-01T00:00:00.000,43.41667,-94.83333,"{'latitude': '43.41667', 'longitude': '-94.83333'}",16.0,277.0
Farmington,10074,Valid,L5,89400.0,Fell,1890-01-01T00:00:00.000,39.75,-97.03333,"{'latitude': '39.75', 'longitude': '-97.03333'}",17.0,1300.0
Farmville,10075,Valid,H4,56000.0,Fell,1934-01-01T00:00:00.000,35.55,-77.53333,"{'latitude': '35.55', 'longitude': '-77.53333'}",37.0,2439.0
Favars,10078,Valid,H5,1500.0,Fell,1844-01-01T00:00:00.000,44.38333,2.81667,"{'latitude': '44.38333', 'longitude': '2.81667'}",,
Fayetteville,10079,Valid,H4,2360.0,Fell,1934-01-01T00:00:00.000,36.05,-94.16667,"{'latitude': '36.05', 'longitude': '-94.16667'}",15.0,70.0
Feid Chair,10080,Valid,H4,380.0,Fell,1875-01-01T00:00:00.000,36.88333,8.45,"{'latitude': '36.88333', 'longitude': '8.45'}",,
Felix,10081,Valid,CO3.3,3200.0,Fell,1900-01-01T00:00:00.000,32.53333,-87.16667,"{'latitude': '32.53333', 'longitude': '-87.16667'}",29.0,1631.0
Fenghsien-Ku,10086,Valid,H5,82.0,Fell,1924-01-01T00:00:00.000,34.6,116.75,"{'latitude': '34.6', 'longitude': '116.75'}",,
Ferguson,10088,Valid,OC,220.0,Fell,1889-01-01T00:00:00.000,36.1,-81.41667,"{'latitude': '36.1', 'longitude': '-81.41667'}",37.0,2331.0
Fermo,10091,Valid,H3-5,10200.0,Fell,1996-01-01T00:00:00.000,43.18111,13.75333,"{'latitude': '43.18111', 'longitude': '13.75333'}",,
Fisher,10107,Valid,L6,17600.0,Fell,1894-01-01T00:00:00.000,47.81667,-96.85,"{'latitude': '47.81667', 'longitude': '-96.85'}",1.0,385.0
Florence,10111,Valid,H3,3640.0,Fell,1922-01-01T00:00:00.000,30.83333,-97.76667,"{'latitude': '30.83333', 'longitude': '-97.76667'}",23.0,807.0
Forest City,10119,Valid,H5,152000.0,Fell,1890-01-01T00:00:00.000,43.25,-93.66667,"{'latitude': '43.25', 'longitude': '-93.66667'}",16.0,1785.0
Forest Vale,10120,Valid,H4,26000.0,Fell,1942-01-01T00:00:00.000,-33.35,146.85833,"{'latitude': '-33.35', 'longitude': '146.85833'}",,
Forksville,10123,Valid,L6,6067.0,Fell,1924-01-01T00:00:00.000,36.78333,-78.08333,"{'latitude': '36.78333', 'longitude': '-78.08333'}",40.0,2839.0
Forsbach,10163,Valid,H6,240.0,Fell,1900-01-01T00:00:00.000,50.95,7.31667,"{'latitude': '50.95', 'longitude': '7.31667'}",,
Forsyth,10164,Valid,L6,16300.0,Fell,1829-01-01T00:00:00.000,33.01667,-83.96667,"{'latitude': '33.01667', 'longitude': '-83.96667'}",31.0,1470.0
Fort Flatters,10166,Valid,Stone-uncl,,Fell,1944-01-01T00:00:00.000,28.25,7.0,"{'latitude': '28.25', 'longitude': '7.0'}",,
Frankfort (stone),10177,Valid,Howardite,650.0,Fell,1868-01-01T00:00:00.000,34.48333,-87.83333,"{'latitude': '34.48333', 'longitude': '-87.83333'}",29.0,99.0
Fuhe,52412,Valid,L5,23000.0,Fell,1945-01-01T00:00:00.000,31.47556,113.56694,"{'latitude': '31.47556', 'longitude': '113.56694'}",,
Fukutomi,10836,Valid,L5,11620.0,Fell,1882-01-01T00:00:00.000,33.18333,130.2,"{'latitude': '33.18333', 'longitude': '130.2'}",,
Fünen,10838,Valid,Stone-uncl,,Fell,1654-01-01T00:00:00.000,55.33333,10.33333,"{'latitude': '55.33333', 'longitude': '10.33333'}",,
Futtehpur,10839,Valid,L6,4000.0,Fell,1822-01-01T00:00:00.000,25.95,80.81667,"{'latitude': '25.95', 'longitude': '80.81667'}",,
Fuyang,10840,Valid,Stone-uncl,2500.0,Fell,1977-01-01T00:00:00.000,32.9,115.9,"{'latitude': '32.9', 'longitude': '115.9'}",,
Galapian,10846,Valid,H6,132.7,Fell,1826-01-01T00:00:00.000,44.3,0.4,"{'latitude': '44.3', 'longitude': '0.4'}",,
Galim (a),10848,Valid,LL6,36.1,Fell,1952-01-01T00:00:00.000,7.05,12.43333,"{'latitude': '7.05', 'longitude': '12.43333'}",,
Galim (b),10849,Valid,EH3/4-an,28.0,Fell,1952-01-01T00:00:00.000,7.05,12.43333,"{'latitude': '7.05', 'longitude': '12.43333'}",,
Galkiv,10850,Valid,H4,5000.0,Fell,1995-01-01T00:00:00.000,51.68333,30.78333,"{'latitude': '51.68333', 'longitude': '30.78333'}",,
Gambat,10851,Valid,L6,6400.0,Fell,1897-01-01T00:00:00.000,27.35,68.53333,"{'latitude': '27.35', 'longitude': '68.53333'}",,
Gao-Guenie,10854,Valid,H5,,Fell,1960-01-01T00:00:00.000,11.65,-2.18333,"{'latitude': '11.65', 'longitude': '-2.18333'}",,
Garhi Yasin,10860,Valid,"Iron, IIE",380.0,Fell,1917-01-01T00:00:00.000,27.88333,68.53333,"{'latitude': '27.88333', 'longitude': '68.53333'}",,
Garland,10861,Valid,Diogenite-pm,102.0,Fell,1950-01-01T00:00:00.000,41.68333,-112.13333,"{'latitude': '41.68333', 'longitude': '-112.13333'}",13.0,2985.0
Gashua,44882,Valid,L6,4162.0,Fell,1984-01-01T00:00:00.000,12.85,11.03333,"{'latitude': '12.85', 'longitude': '11.03333'}",,
Gasseltepaoua,10866,Valid,H5,,Fell,2000-01-01T00:00:00.000,14.15083,-2.04167,"{'latitude': '14.15083', 'longitude': '-2.04167'}",,
Geidam,10870,Valid,H5,725.0,Fell,1950-01-01T00:00:00.000,12.91667,11.91667,"{'latitude': '12.91667', 'longitude': '11.91667'}",,
Gifu,10914,Valid,L6,14290.0,Fell,1909-01-01T00:00:00.000,35.53333,136.88333,"{'latitude': '35.53333', 'longitude': '136.88333'}",,
Girgenti,10917,Valid,L6,18000.0,Fell,1853-01-01T00:00:00.000,37.31667,13.56667,"{'latitude': '37.31667', 'longitude': '13.56667'}",,
Git-Git,10919,Valid,L6,480.0,Fell,1947-01-01T00:00:00.000,9.6,9.91667,"{'latitude': '9.6', 'longitude': '9.91667'}",,
Glanerbrug,10923,Valid,L/LL5,670.0,Fell,1990-01-01T00:00:00.000,52.2,6.86667,"{'latitude': '52.2', 'longitude': '6.86667'}",,
Glanggang,10924,Valid,H5-6,1303.0,Fell,1939-01-01T00:00:00.000,-7.25,107.7,"{'latitude': '-7.25', 'longitude': '107.7'}",,
Glasatovo,10926,Valid,H4,152000.0,Fell,1918-01-01T00:00:00.000,57.35,37.61667,"{'latitude': '57.35', 'longitude': '37.61667'}",,
Glatton,10930,Valid,L6,767.0,Fell,1991-01-01T00:00:00.000,52.45972,-0.3,"{'latitude': '52.45972', 'longitude': '-0.3'}",,
Gnadenfrei,10936,Valid,H5,1750.0,Fell,1879-01-01T00:00:00.000,50.66667,16.76667,"{'latitude': '50.66667', 'longitude': '16.76667'}",,
Gopalpur,10948,Valid,H6,1600.0,Fell,1865-01-01T00:00:00.000,24.23333,89.05,"{'latitude': '24.23333', 'longitude': '89.05'}",,
Gorlovka,10949,Valid,H3.7,3618.0,Fell,1974-01-01T00:00:00.000,48.28333,38.08333,"{'latitude': '48.28333', 'longitude': '38.08333'}",,
Granes,10956,Valid,L6,9000.0,Fell,1964-01-01T00:00:00.000,42.9,2.25,"{'latitude': '42.9', 'longitude': '2.25'}",,
Grefsheim,11196,Valid,L5,45.5,Fell,1976-01-01T00:00:00.000,60.66667,11.0,"{'latitude': '60.66667', 'longitude': '11.0'}",,
Grimsby,50911,Valid,H5,215.0,Fell,2009-01-01T00:00:00.000,43.2,-79.61667,"{'latitude': '43.2', 'longitude': '-79.61667'}",,
Grosnaja,11206,Valid,CV3,3500.0,Fell,1861-01-01T00:00:00.000,43.66667,45.38333,"{'latitude': '43.66667', 'longitude': '45.38333'}",,
Gross-Divina,11207,Valid,H5,10500.0,Fell,1837-01-01T00:00:00.000,49.26667,18.71667,"{'latitude': '49.26667', 'longitude': '18.71667'}",,
Grossliebenthal,11208,Valid,L6,8000.0,Fell,1881-01-01T00:00:00.000,46.35,30.58333,"{'latitude': '46.35', 'longitude': '30.58333'}",,
Grüneberg,11426,Valid,H4,1000.0,Fell,1841-01-01T00:00:00.000,51.93333,15.5,"{'latitude': '51.93333', 'longitude': '15.5'}",,
Grzempach,11429,Valid,H5,690.0,Fell,1910-01-01T00:00:00.000,52.86667,16.63333,"{'latitude': '52.86667', 'longitude': '16.63333'}",,
Gualeguaychú,11432,Valid,H6,22000.0,Fell,1932-01-01T00:00:00.000,-33.0,-58.61667,"{'latitude': '-33.0', 'longitude': '-58.61667'}",,
Guangmingshan,11435,Valid,H5,2910.0,Fell,1996-01-01T00:00:00.000,39.80417,122.76389,"{'latitude': '39.80417', 'longitude': '122.76389'}",,
